,product_id,product_name,unit,product_type,brand_name,manufacturer_name,l0_category,l1_category,l2_category,l0_category_id,l1_category_id,l2_category_id
39,493185,"Sheba Chicken Premium Loaf Wet Food Adult, +1 Year Sample",70 g,Sample,Sheba,MARS INTERNATIONAL INDIA PVT LTD,Specials,Freebie,Freebie,343,1013,1013
40,493184,Pedigree Dentastix Oral Care Dog Treat (for 10-25 kg) Sample,77 g (7 sticks),Sample,Pedigree,MARS INTERNATIONAL INDIA PVT LTD,Specials,Freebie,Freebie,343,1013,1013
41,493441,Plush Sanitary Pads (Travel Pack) Sample,1 pack (3 pieces),Sample,Plush,Urban Essentials India Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
42,493442,Lotus Herbals Whiteglow Skin Whitening & Brightening Gel Cream Sample,5 g,Sample,Lotus Herbals,Lotus Herbals Ltd.,Specials,Freebie,Freebie,343,1013,1013
43,492942,Maggi Hot & Sweet Sriracha Style Tangy Tomato Chilli Sauce Free Gift,300 g,Free Gift,Maggi,Nestle India,Specials,Freebie,Freebie,343,1013,1013
44,478603,Veerabhadra Andhra Murukulu Namkeen Free Gift,200 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
45,492930,Galaxy Cookie Crumble Milk Chocolate Bar Free Gift,30 g,Free Gift,Galaxy,Mars Intl,Specials,Freebie,Freebie,343,1013,1013
46,478596,Bonn Nu Health 100% Wholewheat Bread Free Gift,450 g,Free Gift,,Bonn Nutrients Pvt Ltd,Specials,Freebie,Freebie,343,1013,1013
47,492266,Wow Skin Science Shea Butter & Cocoa Butter Moisturizing Body Lotion Free Gift,30 ml,Free Gift,Wow Skin Science,KAPCO INTERNATIONAL LTD.,Specials,Freebie,Freebie,343,1013,1013
48,478606,Veerabhadra Murmura Laddu (Packet) Free Gift,6 units,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
49,478599,Kingfisher Radler Strawberry Cranberry Non Alcoholic Beer (Can) Free Gift,300 ml,Free Gift,,United Breweries Ltd.,Specials,Freebie,Freebie,343,1013,1013
50,478611,Veerabhadra Salto Rings Papad (Packet) Free Gift,200 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
51,492263,Wow Skin Science Vitamin C Face Wash Free Gift,20 ml,Free Gift,Wow Skin Science,KAPCO INTERNATIONAL LTD.,Specials,Freebie,Freebie,343,1013,1013
52,492264,Wow Skin Science Vitamin C Face Mask Free Gift,20 ml,Free Gift,Wow Skin Science,KAPCO INTERNATIONAL LTD.,Specials,Freebie,Freebie,343,1013,1013
53,478601,Storia 100% Natural Coconut Water (Tetra Pack) Free Gift,200 ml,Free Gift,,Drytech Processes (I) Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
54,478607,Veerabhadra Butter Murukulu Namkeen Free Gift,90 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
55,478598,Trisbix Layered Cracker (Sour Cream & Onion Flavour Box) Free Gift,60 g,Free Gift,,Mondelez India,Specials,Freebie,Freebie,343,1013,1013
56,492269,Mangaldeep Temple Gold Tradition Incense Sticks Free Gift,32 g (16 sticks),Free Gift,Mangaldeep,ITC Limited,Specials,Freebie,Freebie,343,1013,1013
57,492933,Unibic Snappers Cream & Onion Potato Cracker Free Gift,75 g,Free Gift,Unibic,Unibic Foods India Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
58,495596,Gas O Fast Jeera Digestive Antacid Sample,5 g,Sample,Gas O Fast,Mankind Pharma Ltd,Specials,Freebie,Freebie,343,1013,1013
59,490557,FnV Card Free Gift,1 piece,Free Gift,,,Specials,Freebie,Freebie,343,1013,1013
60,492929,Coca-Cola Zero Soft Drink Free Gift,250 ml,Free Gift,Coca-Cola,Coca Cola India Ltd,Specials,Freebie,Freebie,343,1013,1013
61,492934,Bambino Hot & Sour Vegetable Soup Free Gift,40 g,Free Gift,Bambino,Bambino Agro Industries Ltd.,Specials,Freebie,Freebie,343,1013,1013
62,492267,Wow Skin Science Aloe Vera Face Gel Free Gift,20 ml,Free Gift,Wow Skin Science,KAPCO INTERNATIONAL LTD.,Specials,Freebie,Freebie,343,1013,1013
63,478604,Veerabhadra Masala Murukulu Namkeen Free Gift,150 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
64,478608,Veerabhadra Maka Flakes (Packet) Free Gift,250 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
65,492941,Maggi Hot & Sweet Extra Hot Tomato Chilli Sauce Free Gift,300 g,Free Gift,Maggi,Nestle India,Specials,Freebie,Freebie,343,1013,1013
66,490300,Bel Patta Free Gift,50 g,Free Gift,,HOT,Specials,Freebie,Freebie,343,1013,1013
67,492265,Wow Skin Science Ubtan Face Wash Free Gift,20 ml,Free Gift,Wow Skin Science,KAPCO INTERNATIONAL LTD.,Specials,Freebie,Freebie,343,1013,1013
68,493454,Tata Premium Tea Free Gift,100 g,Free Gift,Tata,Tata Consumer Products Ltd,Specials,Freebie,Freebie,343,1013,1013
69,478612,Nestle MUNCH Fruit O’ Nuts Filled Bar Free Gift,32 g,Free Gift,Nestle,Nestle India,Specials,Freebie,Freebie,343,1013,1013
70,478610,Veerabhadra Salto Wheat Flower Papad (Packet) Free Gift,200 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
71,492270,Mangaldeep Sandal Incense Sticks Free Gift,25 g (12 sticks),Free Gift,Mangaldeep,ITC Limited,Specials,Freebie,Freebie,343,1013,1013
72,492935,Kari kari Chilli Garlic The Cruschiest Bold & Zesty Snack Free Gift,60 g,Free Gift,Kari kari,Daawat Kameda (India) Private Limited,Specials,Freebie,Freebie,343,1013,1013
73,493443,Grocery 1 kg Sugar Free Gift,1 kg,Free Gift,Grocery,Udit Fresh Food Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
74,488073,Cucumber (Kheera) Free Gift,500 g - 700 g,Free Gift,,HOT,Specials,Freebie,Freebie,343,1013,1013
75,478600,Kingfisher Radler Black Currant Non Alcoholic Beer (Can) Free Gift,300 ml,Free Gift,,United Breweries Ltd.,Specials,Freebie,Freebie,343,1013,1013
76,478609,Veerabhadra Fryums (Packet) Free Gift,100 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
77,493445,Aashirvaad Salt 1 kg Free Gift,1 kg,Free Gift,Aashirvaad,ITC Limited,Specials,Freebie,Freebie,343,1013,1013
78,478602,Veerabhadra Chakodi (Packet) Free Gift,200 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
79,478597,Trisbix Layered Cracker (Pizza Flavour Box) Free Gift,60 g,Free Gift,,Mondelez India,Specials,Freebie,Freebie,343,1013,1013
80,490555,Guava Free Gift,500 g,Free Gift,,HOT,Specials,Freebie,Freebie,343,1013,1013
81,492932,Orion Choco Pie Free Gift,2 x 28 g,Free Gift,Orion,ORION FOOD VINA CO. LTD.,Specials,Freebie,Freebie,343,1013,1013
82,478605,Veerabhadra Jangri Murukulu Namkeen Free Gift,150 g,Free Gift,,Veerabhadra Enterprises,Specials,Freebie,Freebie,343,1013,1013
83,487660,Tender Coconut Free Gift,1 piece,Free Gift,,HOT,Specials,Freebie,Freebie,343,1013,1013
84,493039,Flipkart Card - Free Gift,1 piece,Free Gift,,,Specials,Freebie,Freebie,343,1013,1013
85,495316,Assorted Fruits & Veggies Trial Basket - Free Gift,combo of 4 + combo of 3,Free Gift,,HOT,Specials,Bill Breaker,Bill Breaker,343,1741,1741
86,495317,Assorted Fruits & Veggies Trial Basket - Free Gift,combo of 3 + combo of 4,Free Gift,,HOT,Specials,Bill Breaker,Bill Breaker,343,1741,1741
87,439228,HOT Chair Pad,1 unit,Chair Pad,SaveMore,HOT,Specials,gift cards,home needs & others,343,902,908
88,495935,Sleepy Owl Assorted Brew Coffee Sample,1 pack (5 x 50 g),Sample,Sleepy Owl,Sleepy Owl Coffee Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
89,495939,Sleepy Owl Original Brew Coffee - Pack of 5 Sample,5 x 50 g,Sample,Sleepy Owl,Sleepy Owl Coffee Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
90,495936,Sleepy Owl Dark Roast Brew Coffee Sample,5 x 50 g,Sample,Sleepy Owl,Sleepy Owl Coffee Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
91,495938,Sleepy Owl Hazelnut Brew Coffee Sample,1 pack (5 x 50 g),Sample,Sleepy Owl,Sleepy Owl Coffee Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
92,495937,Sleepy Owl French Vanilla Brew Coffee Sample,5 x 50 g,Sample,Sleepy Owl,Sleepy Owl Coffee Pvt. Ltd.,Specials,Freebie,Freebie,343,1013,1013
93,483695,D'lecta QR code Fridge Magnet - Sample,2 g,Sample,D'lecta,Dlecta Foods Pvt. Ltd.,Specials,Free Store,Free Store,343,1493,1493
94,496244,Flipkart (Kolkata) Pujo Pamphlet Sample,1 piece,Sample,Flipkart,,Specials,Freebie,Freebie,343,1013,1013
95,496242,Flipkart (Delhi) Navratri Pamphlet Sample,1 piece,Sample,Flipkart,,Specials,Freebie,Freebie,343,1013,1013
96,495872,Flipkart Pamphlet Sample,1 piece,Sample,Flipkart,,Specials,Freebie,Freebie,343,1013,1013
97,496236,Flipkart (Bengaluru) Dasara Pamphlet Sample,1 piece,Sample,Flipkart,,Specials,Freebie,Freebie,343,1013,1013
98,496243,Flipkart (Mumbai) Navratri Pamphlet Sample,1 piece,Sample,Flipkart,,Specials,Freebie,Freebie,343,1013,1013
99,496237,Flipkart (Hyderabad) Navratri Pamphlet Sample,1 piece,Sample,Flipkart,,Specials,Freebie,Freebie,343,1013,1013
100,487669,Bingo Original Style Chilli Sprinkled Potato Chips Sample,21 g,Sample,Bingo,ITC Limited,Specials,Freebie,Freebie,343,1013,1013
101,496234,Flipkart Navratri Pamphlet (Mumbai) - Sample,1 piece,Sample,Flipkart,,Specials,Bill Breaker,Bill Breaker,343,1741,1741
102,496232,Flipkart Navratri Pamphlet - Sample (Hyderabad),1 piece,Sample,Flipkart,,Specials,Bill Breaker,Bill Breaker,343,1741,1741
103,496235,Flipkart Pujo Pamphlet - Sample (Kolkata),1 piece,Sample,Flipkart,,Specials,Bill Breaker,Bill Breaker,343,1741,1741
104,495870,Flipkart Festival Shopping Pamphlet - Sample,1 piece,Sample,Flipkart,,Specials,Bill Breaker,Bill Breaker,343,1741,1741
105,496231,Flipkart Dasara Pamphlet - Sample (Bengaluru),1 piece,Sample,Flipkart,,Specials,Bill Breaker,Bill Breaker,343,1741,1741
106,496233,Flipkart Navratri Pamphlet (Delhi) - Sample,1 piece,Sample,Flipkart,,Specials,Bill Breaker,Bill Breaker,343,1741,1741
107,496590,Parry's Amrit Brown Sugar Sample,200 g,Sample,Parry's,EID PARRY (INDIA) LTD.,Specials,Freebie,Freebie,343,1013,1013
108,496749,Pedigree Biscrok Dog Biscuit (Above 4 Months) Sample,50 g,Sample,Pedigree,Mars Petcare,Specials,Freebie,Freebie,343,1013,1013
109,407503,Silver Coin,5 g,Silver Coin,,HOT,Specials,Freebie,Freebie,343,1013,1013
110,439867,Cadbury Dairy Milk Triple Chocolate Bar,300 g,Chocolate Bar,Cadbury Dairy Milk,Starlite,Sweet Tooth,Chocolates,Chocolate Bars,9,944,1736
111,491421,Whiskas Chicken & Tuna Flavour Dry Cat Food (1+ Years),1.1 kg,Cat Food,Whiskas,MARS INTERNATIONAL INDIA PVT LTD,Pet Care,Cat Food & Treats,Cat Food & Treats,5,134,134
112,495902,Mix Veg Combo,Combo of 5,Combo,,,Vegetables & Fruits,Fresh Vegetables,Fresh Vegetables,1487,1489,1489
113,496676,Colombian Brew Coffee Nutty Hazelnut Instant Coffee + Colombian Brew Coffee Double Chocolate Mocha Instant Coffee Combo,25 x 2 g + 25 x 2 g,Combo,,,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,12,1322,958
114,439061,"Whiskas Mackerel Flavour Cat Dry Food Adult, +1 year + Chicken in Gravy Wet Food (Adult, +1 Year) Combo",3 kg + 12 x 85 g,Combo,Whiskas,MARS INTERNATIONAL INDIA PVT LTD,Pet Care,Cat Food & Treats,Cat Food & Treats,5,134,134
115,479984,Karam K-Air Disposable Surgical 3 Ply Mask (Blue),1 pack (50 pieces),3 Ply Mask,Karam,Eagle Network Supply Pvt. Ltd.,Pharma & Wellness,Masks & Sanitizers,Masks & Sanitizers,287,1826,1826
116,481657,Again Lime Dishwash Bar,3 x 200 g,Dishwash Bar,Again,Rajeev Industries,Cleaning Essentials,Dishwashing Bars,Dishwashing Bars,18,988,988
117,483083,Gainda Extreme Power Toilet Cleaner - Buy 1 Get 1 Free,2 x 1 l,Toilet Cleaner,Gainda,GRAND CHEMICAL WORKS,Cleaning Essentials,Toilet Cleaners & More,Toilet Cleaners & More,18,987,987
118,274987,Valencia Orange,1 kg,Orange,Valencia,HOT,Vegetables & Fruits,Exotics,Exotics,1487,278,278
119,487211,Amul Raisin 'N' Almond Milk Chocolate Bar - Pack of 2,2 x 150 g,Chocolate Bar,Amul,GCMMF,Sweet Tooth,Chocolates,Chocolate Bars,9,944,1736
120,442966,Wow Skin Science Onion Red Seed Oil Shampoo,500 ml,Shampoo,Wow Skin Science,KAPCO INTERNATIONAL LTD.,Personal Care,Shampoo & Conditioner,Shampoo & Conditioner,163,166,166
121,487073,Britvic Indian Tonic Water - Pack of 24,24 x 200 ml,Tonic Water,Britvic,Saksham Impex Pvt. Ltd.,Cold Drinks & Juices,Soda & Mixers,Cocktail Mixers & Tonic Water,332,1599,1103
122,496793,Spinz Black Magic Perfumed Women's Deodorant (International Fragrances) - Buy 2 Get 1 Free,3 x 200 ml,Women's Deodorant,Spinz,Cavin Kare Pvt. Ltd.,Personal Care,Deodorants & Powders,Deodorant,163,1115,1116
123,391020,O'range Glycerine Soap 125 g,125 g,Soap,O'range,HOT,Personal Care,Bathing Soaps,Bathing Soaps,163,696,696
124,468084,Why Fryy Popped Zesty Tomato Flavour Potato Chips - Pack of 2,2 x 35 g,Potato Chips,Why Fryy,Heemankshi Bakers Pvt. Ltd.,Munchies,Chips & Crisps,Potato Chips,1237,940,26
125,483375,Udhaiyam Chana Dal - Pack of 2,2 x 500 g,Chana Dal,Udhaiyam,SHRI LAKSHMI AGRO FOODS PVT LTD,"Atta, Rice & Dal","Toor, Urad & Chana",Chana,16,1010,1702
126,32496,Dabur Hajmola Anardana Digestive Tablets,120 units,Digestive Tablets,Dabur Hajmola,Dabur India Pvt Ltd,Sweet Tooth,Candies & Gum,Candies,9,1930,1931
127,164944,Brooke Bond Taaza Tea 250 g,250 g,Tea,Brooke Bond Taaza,Hindustan Unilever Ltd.,"Tea, Coffee & Health Drinks",Tea,Leaf & Dust Tea,12,957,25
128,258388,Finish 5X Power Actions Dishwash Salt,2 kg,Dishwash Salt,Finish,Reckitt Benckiser India Ltd Hyho,Cleaning Essentials,Dishwashing Gels & Powder,Dishwashing Gels & Powder,18,1078,1078
129,31116,Society Tea,250 g,Tea,Society,AMAR TEA PVT LTD,"Tea, Coffee & Health Drinks",Tea,Leaf & Dust Tea,12,957,25
130,493309,Banana Leaf + Banana + Durva Grass + Orange Marigold Flower String Combo,Combo of 4,Combo,,,Vegetables & Fruits,Flowers & Leaves,Flowers & Leaves,1487,1452,1452
131,330700,Nestle Nestum Rice Vegetable Baby Cereal (8 Months- 24 Months),300 g,Baby Cereal,Nestle Nestum,Nestle India,Baby Care,Baby Food,6-12 Months,7,1590,1591
132,416665,Ganesh Premium Maida - Pack of 2,2 x 1 kg,Maida,Ganesh,GANESH GRAINS LTD,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
133,440035,Grocery Fried Gram/Chana Roasted Dal,500 g,Roasted Dal,Grocery,HOT,"Atta, Rice & Dal","Toor, Urad & Chana",Chana,16,1010,1702
134,473078,Kingfisher Radler Black Currant Non Alcoholic Beer,300 ml,Beer,Kingfisher,United Breweries Ltd.,Cold Drinks & Juices,Soft Drinks,Non-Alcoholic Drinks,332,1102,1486
135,153528,Choostix Dental Plus Dog Treat,450 g,Dog Treat,Choostix,Ryal Vuitton Private Limited,Pet Care,Dog Food & Treats,Dog Food & Treats,5,133,133
136,448588,Cadbury Dairy Milk Crispello Chocolate Bar - Pack of 2,2 x 35 g,Chocolate Bar,Cadbury Dairy Milk,Mondelez India,Sweet Tooth,Chocolates,Wafer Chocolates,9,944,1172
137,492081,Kennel Kitchen Fish Chunks in Gravy Wet Cat Food - Pack of 12,12 x 80 g,Cat Food,Kennel Kitchen,Gitwako Farms (I) Pvt. Ltd.,Pet Care,Cat Food & Treats,Cat Food & Treats,5,134,134
138,496472,Boroplus Soft Ayurvedic Antiseptic Cream,100 ml,Antiseptic Cream,Boroplus,Emami Ltd,Pharma & Wellness,Skin Treatment,Skin Treatment,287,199,199
139,496633,Colombian Brew Coffee Wild Vanilla Instant Coffee - Pack of 3,3 x 25 x 2 g,Instant Coffee,Colombian Brew Coffee,Ozori Industries Private Limited,"Tea, Coffee & Health Drinks",Coffee,Instant Coffee,12,1322,958
140,107543,Ujala Ultra Radiance Liquid Fabric Whitener,250 ml,Liquid Fabric Whitener,Ujala,Jyothy Laboratories Pvt Ltd,Cleaning Essentials,Laundry Additives,Laundry Additives,18,985,985
141,464406,Pepsodent Mouth Rinse - Mouthwash Fights 99.9% Germs in 30s,500 ml,Mouthwash,Pepsodent,Hindustan Unilever Ltd.,Personal Care,Oral Care,Mouthwash & Spray,163,722,725
142,106433,Sprig Artisan Style Roasted Chilli Oil,100 g,Chilli Oil,Sprig,,Sauces & Spreads,Asian Sauces,Asian Sauces,972,1130,1130
143,39022,Pond's Magic Freshness Acacia Honey Talc,400 g,Talc,Pond's,Hindustan Unilever Ltd.,Personal Care,Deodorants & Powders,Talc Powder,163,1115,1124
144,13945,Choostix Natural Flavour Dog Treat,450 g,Dog Treat,Choostix,Ryal Vuitton Private Limited,Pet Care,Dog Food & Treats,Dog Food & Treats,5,133,133
145,375479,Cornitos Sizzlin Jalapeno Nachos - Pack of 2,2 x 55 g,Nachos,Cornitos,GREENDOT HEALTH FOODS LTD,Munchies,Nachos,Nachos,1237,316,316
146,492833,Satyam Jowar Flour - Pack of 3,3 x 500 g,Jowar Flour,Satyam,VIRAKI BROTHERS,"Atta, Rice & Dal",Other Flours,Other Flours,16,48,48
147,492543,Bhagirathi Jowar Flour - Pack of 2,2 x 500 g,Jowar Flour,Bhagirathi,Bhagirathi Products,"Atta, Rice & Dal",Other Flours,Other Flours,16,48,48
148,378916,Pansari Maida,500 g,Maida,Pansari,Pansari Industries,"Atta, Rice & Dal","Besan, Sooji & Maida","Besan, Sooji & Maida",16,1166,1166
149,443674,Pigeon Baby Laundry Detergent - Liquid Bottle,600 ml,Baby Laundry Detergent,Pigeon,Pigeon India Pvt. Ltd.,Baby Care,Cleaning Needs,Cleaning Needs,7,85,85
150,479007,Sita Ram's Jhodpuri Mix Namkeen,250 g,Namkeen,Sita Ram's,Sita Ram & Sons,Munchies,Bhujia & Mixtures,Bhujia & Mixtures,1237,1178,1178
151,476097,Kleanmax Duster (Cotton),1 unit,Duster,Kleanmax,Rio Global Enterprises,Cleaning Essentials,Cleaning Tools,Cleaning Accessories,18,1082,1283
152,460356,Ciphands Surface Disinfectant Spray,220 ml,Disinfectant Spray,Ciphands,PONTIKA AEROTECH LTD.,Cleaning Essentials,Disinfectant & More,Disinfectant Sprays,18,1784,1874
153,483198,Bhagyalakshmi Thick Poha - Pack of 2,2 x 500 g,Thick Poha,Bhagyalakshmi,SRI BHAGYALAKSHMI AGRO LTD,"Atta, Rice & Dal","Poha, Daliya & Other Grains",Poha,16,1295,1288
154,489210,Goclean Mosquito Repellent Deodorant Eco Phenyl - Pack of 2,2 x 5 l,Phenyl,Goclean,SHREE SAHIB ENTERPRISES LLP,Cleaning Essentials,Floor Cleaners & More,Floor Cleaners & More,18,51,51
155,492452,Trixie Duck Latex Sound Chew Toy,1 piece,Chew Toy,Trixie,Ryal Vuitton Private Limited,Pet Care,Pet Grooming & Accessories,Pet Grooming & Accessories,5,403,403
156,81259,Dry Oyster Mushroom,100 gm,Mushroom,,HOT,Vegetables & Fruits,Exotics,Exotics,1487,278,278
157,438361,"Gala Mop (Microfiber Twist Plus, Blue)",1 unit,Mop,Gala,FREUDENBERG GALA HOUSEHOLD PRODUCT PRIVATE LIMITED,Cleaning Essentials,Cleaning Tools,Brooms & Mops,18,1082,1280
158,396289,"Pedigree Chicken, Egg & Rice Dry Food (Adult) + Aashirvaad Shudh Chakki Whole Wheat Atta Combo",2x10kg + 10kg,Combo,,,Pet Care,Dog Food & Treats,Dog Food & Treats,5,133,133
159,427912,Emami 7 Oils in One Damage Control Hair Oil - Pack of 2,2 x 200 ml,Hair Oil,Emami,Emami Ltd,Personal Care,Hair Oil & Serum,Hair Oil & Serum,163,702,702
160,36018,Haldiram's Soya Sticks Namkeen,200 g,Namkeen,Haldiram's,HALDIRAM FOODS INTERNATIONAL LTD,Munchies,Namkeen Snacks,Namkeen Snacks,1237,29,29
