date,product_id,product_name,opening_stock,sales_quantity,stock_received,closing_stock,average_daily_demand,lead_time_days,safety_stock,reorder_point,reorder_quantity,stockout_flag,overstock_flag
2022-06-05,476763,Christmas - Card,65,9,0,56,7,5,11,46,70,0,0
2022-06-06,476763,Christmas - Card,56,7,0,49,7,5,11,46,70,0,0
2022-06-07,476763,Christmas - Card,49,5,0,44,7,5,11,46,70,0,0
2022-06-08,476763,Christmas - Card,44,5,70,109,7,5,11,46,70,0,0
2022-06-09,476763,Christmas - Card,109,5,0,104,7,5,11,46,70,0,0
2022-06-10,476763,Christmas - Card,104,8,0,96,7,5,11,46,70,0,0
2022-06-11,476763,Christmas - Card,96,7,0,89,7,5,11,46,70,0,0
2022-06-12,476763,Christmas - Card,89,8,0,81,7,5,11,46,70,0,0
2022-06-13,476763,Christmas - Card,81,6,0,75,7,5,11,46,70,0,0
2022-06-14,476763,Christmas - Card,75,7,0,68,7,5,11,46,70,0,0
2022-06-15,476763,Christmas - Card,68,8,0,60,7,5,11,46,70,0,0
2022-06-16,476763,Christmas - Card,60,6,0,54,7,5,11,46,70,0,0
2022-06-17,476763,Christmas - Card,54,8,0,46,7,5,11,46,70,0,0
2022-06-18,476763,Christmas - Card,46,6,70,110,7,5,11,46,70,0,0
2022-06-19,476763,Christmas - Card,110,6,0,104,7,5,11,46,70,0,0
2022-06-20,476763,Christmas - Card,104,6,0,98,7,5,11,46,70,0,0
2022-06-21,476763,Christmas - Card,98,5,0,93,7,5,11,46,70,0,0
2022-06-22,476763,Christmas - Card,93,8,0,85,7,5,11,46,70,0,0
2022-06-23,476763,Christmas - Card,85,6,0,79,7,5,11,46,70,0,0
2022-06-24,476763,Christmas - Card,79,7,0,72,7,5,11,46,70,0,0
2022-06-25,476763,Christmas - Card,72,8,0,64,7,5,11,46,70,0,0
2022-06-26,476763,Christmas - Card,64,8,0,56,7,5,11,46,70,0,0
2022-06-27,476763,Christmas - Card,56,8,0,48,7,5,11,46,70,0,0
2022-06-28,476763,Christmas - Card,48,7,0,41,7,5,11,46,70,0,0
2022-06-29,476763,Christmas - Card,41,6,70,105,7,5,11,46,70,0,0
2022-06-30,476763,Christmas - Card,105,7,0,98,7,5,11,46,70,0,0
2022-07-01,476763,Christmas - Card,98,4,0,94,7,5,11,46,70,0,0
2022-07-02,476763,Christmas - Card,94,4,0,90,7,5,11,46,70,0,0
2022-07-03,476763,Christmas - Card,90,5,0,85,7,5,11,46,70,0,0
2022-07-04,476763,Christmas - Card,85,5,0,80,7,5,11,46,70,0,0
2022-07-05,476763,Christmas - Card,80,8,0,72,7,5,11,46,70,0,0
2022-07-06,476763,Christmas - Card,72,5,0,67,7,5,11,46,70,0,0
2022-07-07,476763,Christmas - Card,67,6,0,61,7,5,11,46,70,0,0
2022-07-08,476763,Christmas - Card,61,9,0,52,7,5,11,46,70,0,0
2022-07-09,476763,Christmas - Card,52,6,0,46,7,5,11,46,70,0,0
2022-07-10,476763,Christmas - Card,46,8,70,108,7,5,11,46,70,0,0
2022-04-01,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,334,26,0,308,28,3,36,120,196,0,0
2022-04-02,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,308,34,0,274,28,3,36,120,196,0,0
2022-04-03,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,274,16,0,258,28,3,36,120,196,0,0
2022-04-04,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,258,31,0,227,28,3,36,120,196,0,0
2022-04-05,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,227,30,0,197,28,3,36,120,196,0,0
2022-04-06,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,197,24,0,173,28,3,36,120,196,0,0
2022-04-07,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,173,18,0,155,28,3,36,120,196,0,0
2022-04-08,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,155,29,0,126,28,3,36,120,196,0,0
2022-04-09,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,126,24,0,102,28,3,36,120,196,0,0
2022-04-10,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,102,30,196,268,28,3,36,120,196,0,0
2022-04-11,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,268,28,0,240,28,3,36,120,196,0,0
2022-04-12,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,240,39,0,201,28,3,36,120,196,0,0
2022-04-13,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,201,26,0,175,28,3,36,120,196,0,0
2022-04-14,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,175,21,0,154,28,3,36,120,196,0,0
2022-04-15,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,154,29,0,125,28,3,36,120,196,0,0
2022-04-16,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,125,30,0,95,28,3,36,120,196,0,0
2022-04-17,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,95,38,196,253,28,3,36,120,196,0,0
2022-04-18,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,253,34,0,219,28,3,36,120,196,0,0
2022-04-19,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,219,30,0,189,28,3,36,120,196,0,0
2022-04-20,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,189,38,0,151,28,3,36,120,196,0,0
2022-04-21,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,151,20,0,131,28,3,36,120,196,0,0
2022-04-22,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,131,24,0,107,28,3,36,120,196,0,0
2022-04-23,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,107,22,196,281,28,3,36,120,196,0,0
2022-04-24,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,281,25,0,256,28,3,36,120,196,0,0
2022-04-25,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,256,18,0,238,28,3,36,120,196,0,0
2022-04-26,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,238,32,0,206,28,3,36,120,196,0,0
2022-04-27,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,206,26,0,180,28,3,36,120,196,0,0
2022-04-28,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,180,18,0,162,28,3,36,120,196,0,0
2022-04-29,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,162,21,0,141,28,3,36,120,196,0,0
2022-04-30,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,141,30,0,111,28,3,36,120,196,0,0
2022-05-01,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,111,34,196,273,28,3,36,120,196,0,0
2022-05-02,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,273,42,0,231,28,3,36,120,196,0,0
2022-05-03,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,231,48,0,183,28,3,36,120,196,0,0
2022-05-04,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,183,31,0,152,28,3,36,120,196,0,0
2022-05-05,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,152,21,0,131,28,3,36,120,196,0,0
2022-05-06,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,131,13,0,118,28,3,36,120,196,0,0
2022-05-07,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,118,30,196,284,28,3,36,120,196,0,0
2022-05-08,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,284,22,0,262,28,3,36,120,196,0,0
2022-05-09,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,262,25,0,237,28,3,36,120,196,0,0
2022-05-10,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,237,24,0,213,28,3,36,120,196,0,0
2022-05-11,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,213,27,0,186,28,3,36,120,196,0,0
2022-05-12,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,186,35,0,151,28,3,36,120,196,0,0
2022-05-13,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,151,29,0,122,28,3,36,120,196,0,0
2022-05-14,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,122,27,0,95,28,3,36,120,196,0,0
2022-05-15,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,95,21,196,270,28,3,36,120,196,0,0
2022-05-16,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,270,16,0,254,28,3,36,120,196,0,0
2022-05-17,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,254,25,0,229,28,3,36,120,196,0,0
2022-05-18,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,229,28,0,201,28,3,36,120,196,0,0
2022-05-19,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,201,40,0,161,28,3,36,120,196,0,0
2022-05-20,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,161,29,0,132,28,3,36,120,196,0,0
2022-05-21,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,132,35,0,97,28,3,36,120,196,0,0
2022-05-22,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,97,25,196,268,28,3,36,120,196,0,0
2022-05-23,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,268,20,0,248,28,3,36,120,196,0,0
2022-05-24,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,248,21,0,227,28,3,36,120,196,0,0
2022-05-25,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,227,23,0,204,28,3,36,120,196,0,0
2022-05-26,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,204,43,0,161,28,3,36,120,196,0,0
2022-05-27,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,161,22,0,139,28,3,36,120,196,0,0
2022-05-28,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,139,34,0,105,28,3,36,120,196,0,0
2022-05-29,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,105,22,196,279,28,3,36,120,196,0,0
2022-05-30,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,279,35,0,244,28,3,36,120,196,0,0
2022-05-31,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,244,31,0,213,28,3,36,120,196,0,0
2022-06-01,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,213,27,0,186,28,3,36,120,196,0,0
2022-06-02,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,186,28,0,158,28,3,36,120,196,0,0
2022-06-03,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,158,23,0,135,28,3,36,120,196,0,0
2022-06-04,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,135,31,0,104,28,3,36,120,196,0,0
2022-06-05,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,104,25,196,275,28,3,36,120,196,0,0
2022-06-06,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,275,19,0,256,28,3,36,120,196,0,0
2022-06-07,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,256,19,0,237,28,3,36,120,196,0,0
2022-06-08,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,237,29,0,208,28,3,36,120,196,0,0
2022-06-09,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,208,39,0,169,28,3,36,120,196,0,0
2022-06-10,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,169,29,0,140,28,3,36,120,196,0,0
2022-06-11,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,140,27,0,113,28,3,36,120,196,0,0
2022-06-12,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,113,30,196,279,28,3,36,120,196,0,0
2022-06-13,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,279,37,0,242,28,3,36,120,196,0,0
2022-06-14,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,242,30,0,212,28,3,36,120,196,0,0
2022-06-15,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,212,25,0,187,28,3,36,120,196,0,0
2022-06-16,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,187,36,0,151,28,3,36,120,196,0,0
2022-06-17,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,151,31,0,120,28,3,36,120,196,0,0
2022-06-18,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,120,39,196,277,28,3,36,120,196,0,0
2022-06-19,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,277,29,0,248,28,3,36,120,196,0,0
2022-06-20,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,248,19,0,229,28,3,36,120,196,0,0
2022-06-21,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,229,18,0,211,28,3,36,120,196,0,0
2022-06-22,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,211,40,0,171,28,3,36,120,196,0,0
2022-06-23,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,171,40,0,131,28,3,36,120,196,0,0
2022-06-24,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,131,27,0,104,28,3,36,120,196,0,0
2022-06-25,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,104,25,196,275,28,3,36,120,196,0,0
2022-06-26,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,275,38,0,237,28,3,36,120,196,0,0
2022-06-27,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,237,20,0,217,28,3,36,120,196,0,0
2022-06-28,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,217,22,0,195,28,3,36,120,196,0,0
2022-06-29,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,195,33,0,162,28,3,36,120,196,0,0
2022-06-30,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,162,25,0,137,28,3,36,120,196,0,0
2022-07-01,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,137,28,0,109,28,3,36,120,196,0,0
2022-07-02,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,109,27,196,278,28,3,36,120,196,0,0
2022-07-03,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,278,30,0,248,28,3,36,120,196,0,0
2022-07-04,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,248,38,0,210,28,3,36,120,196,0,0
2022-07-05,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,210,29,0,181,28,3,36,120,196,0,0
2022-07-06,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,181,33,0,148,28,3,36,120,196,0,0
2022-07-07,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,148,14,0,134,28,3,36,120,196,0,0
2022-07-08,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,134,28,0,106,28,3,36,120,196,0,0
2022-07-09,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,106,22,196,280,28,3,36,120,196,0,0
2022-07-10,483436,Plum BodyLovin' Hawaiian Rumba Shower Gel - Sample,280,19,0,261,28,3,36,120,196,0,0
2022-04-01,476825,Diwali Gift Card Free - Sample,269,11,0,258,17,2,31,65,119,0,0
2022-04-02,476825,Diwali Gift Card Free - Sample,258,17,0,241,17,2,31,65,119,0,0
2022-04-03,476825,Diwali Gift Card Free - Sample,241,15,0,226,17,2,31,65,119,0,0
2022-04-04,476825,Diwali Gift Card Free - Sample,226,16,0,210,17,2,31,65,119,0,0
2022-04-05,476825,Diwali Gift Card Free - Sample,210,21,0,189,17,2,31,65,119,0,0
2022-04-06,476825,Diwali Gift Card Free - Sample,189,19,0,170,17,2,31,65,119,0,0
2022-04-07,476825,Diwali Gift Card Free - Sample,170,23,0,147,17,2,31,65,119,0,0
2022-04-08,476825,Diwali Gift Card Free - Sample,147,16,0,131,17,2,31,65,119,0,0
2022-04-09,476825,Diwali Gift Card Free - Sample,131,14,0,117,17,2,31,65,119,0,0
2022-04-10,476825,Diwali Gift Card Free - Sample,117,16,0,101,17,2,31,65,119,0,0
2022-04-11,476825,Diwali Gift Card Free - Sample,101,18,0,83,17,2,31,65,119,0,0
2022-04-12,476825,Diwali Gift Card Free - Sample,83,18,0,65,17,2,31,65,119,0,0
2022-04-13,476825,Diwali Gift Card Free - Sample,65,12,119,172,17,2,31,65,119,0,0
2022-04-14,476825,Diwali Gift Card Free - Sample,172,17,0,155,17,2,31,65,119,0,0
2022-04-15,476825,Diwali Gift Card Free - Sample,155,18,0,137,17,2,31,65,119,0,0
2022-04-16,476825,Diwali Gift Card Free - Sample,137,28,0,109,17,2,31,65,119,0,0
2022-04-17,476825,Diwali Gift Card Free - Sample,109,25,0,84,17,2,31,65,119,0,0
2022-04-18,476825,Diwali Gift Card Free - Sample,84,13,0,71,17,2,31,65,119,0,0
2022-04-19,476825,Diwali Gift Card Free - Sample,71,16,0,55,17,2,31,65,119,0,0
2022-04-20,476825,Diwali Gift Card Free - Sample,55,11,119,163,17,2,31,65,119,0,0
2022-04-21,476825,Diwali Gift Card Free - Sample,163,14,0,149,17,2,31,65,119,0,0
2022-04-22,476825,Diwali Gift Card Free - Sample,149,18,0,131,17,2,31,65,119,0,0
2022-04-23,476825,Diwali Gift Card Free - Sample,131,22,0,109,17,2,31,65,119,0,0
2022-04-24,476825,Diwali Gift Card Free - Sample,109,14,0,95,17,2,31,65,119,0,0
2022-04-25,476825,Diwali Gift Card Free - Sample,95,14,0,81,17,2,31,65,119,0,0
2022-04-26,476825,Diwali Gift Card Free - Sample,81,8,0,73,17,2,31,65,119,0,0
2022-04-27,476825,Diwali Gift Card Free - Sample,73,16,0,57,17,2,31,65,119,0,0
2022-04-28,476825,Diwali Gift Card Free - Sample,57,12,119,164,17,2,31,65,119,0,0
2022-04-29,476825,Diwali Gift Card Free - Sample,164,15,0,149,17,2,31,65,119,0,0
2022-04-30,476825,Diwali Gift Card Free - Sample,149,13,0,136,17,2,31,65,119,0,0
2022-05-01,476825,Diwali Gift Card Free - Sample,136,17,0,119,17,2,31,65,119,0,0
2022-05-02,476825,Diwali Gift Card Free - Sample,119,10,0,109,17,2,31,65,119,0,0
2022-05-03,476825,Diwali Gift Card Free - Sample,109,11,0,98,17,2,31,65,119,0,0
2022-05-04,476825,Diwali Gift Card Free - Sample,98,26,0,72,17,2,31,65,119,0,0
2022-05-05,476825,Diwali Gift Card Free - Sample,72,12,0,60,17,2,31,65,119,0,0
2022-05-06,476825,Diwali Gift Card Free - Sample,60,12,119,167,17,2,31,65,119,0,0
2022-05-07,476825,Diwali Gift Card Free - Sample,167,25,0,142,17,2,31,65,119,0,0
2022-05-08,476825,Diwali Gift Card Free - Sample,142,29,0,113,17,2,31,65,119,0,0
2022-05-09,476825,Diwali Gift Card Free - Sample,113,12,0,101,17,2,31,65,119,0,0
2022-05-10,476825,Diwali Gift Card Free - Sample,101,15,0,86,17,2,31,65,119,0,0
2022-05-11,476825,Diwali Gift Card Free - Sample,86,18,0,68,17,2,31,65,119,0,0
2022-05-12,476825,Diwali Gift Card Free - Sample,68,24,0,44,17,2,31,65,119,0,0
2022-05-13,476825,Diwali Gift Card Free - Sample,44,13,119,150,17,2,31,65,119,0,0
2022-05-14,476825,Diwali Gift Card Free - Sample,150,16,0,134,17,2,31,65,119,0,0
2022-05-15,476825,Diwali Gift Card Free - Sample,134,20,0,114,17,2,31,65,119,0,0
2022-05-16,476825,Diwali Gift Card Free - Sample,114,19,0,95,17,2,31,65,119,0,0
2022-05-17,476825,Diwali Gift Card Free - Sample,95,15,0,80,17,2,31,65,119,0,0
2022-05-18,476825,Diwali Gift Card Free - Sample,80,16,0,64,17,2,31,65,119,0,0
2022-05-19,476825,Diwali Gift Card Free - Sample,64,11,119,172,17,2,31,65,119,0,0
2022-05-20,476825,Diwali Gift Card Free - Sample,172,16,0,156,17,2,31,65,119,0,0
2022-05-21,476825,Diwali Gift Card Free - Sample,156,16,0,140,17,2,31,65,119,0,0
2022-05-22,476825,Diwali Gift Card Free - Sample,140,18,0,122,17,2,31,65,119,0,0
2022-05-23,476825,Diwali Gift Card Free - Sample,122,15,0,107,17,2,31,65,119,0,0
2022-05-24,476825,Diwali Gift Card Free - Sample,107,19,0,88,17,2,31,65,119,0,0
2022-05-25,476825,Diwali Gift Card Free - Sample,88,21,0,67,17,2,31,65,119,0,0
2022-05-26,476825,Diwali Gift Card Free - Sample,67,18,0,49,17,2,31,65,119,0,0
2022-05-27,476825,Diwali Gift Card Free - Sample,49,18,119,150,17,2,31,65,119,0,0
2022-05-28,476825,Diwali Gift Card Free - Sample,150,17,0,133,17,2,31,65,119,0,0
2022-05-29,476825,Diwali Gift Card Free - Sample,133,17,0,116,17,2,31,65,119,0,0
2022-05-30,476825,Diwali Gift Card Free - Sample,116,14,0,102,17,2,31,65,119,0,0
2022-05-31,476825,Diwali Gift Card Free - Sample,102,18,0,84,17,2,31,65,119,0,0
2022-06-01,476825,Diwali Gift Card Free - Sample,84,17,0,67,17,2,31,65,119,0,0
2022-06-02,476825,Diwali Gift Card Free - Sample,67,26,0,41,17,2,31,65,119,0,0
2022-06-03,476825,Diwali Gift Card Free - Sample,41,24,119,136,17,2,31,65,119,0,0
2022-06-04,476825,Diwali Gift Card Free - Sample,136,19,0,117,17,2,31,65,119,0,0
2022-06-05,476825,Diwali Gift Card Free - Sample,117,14,0,103,17,2,31,65,119,0,0
2022-06-06,476825,Diwali Gift Card Free - Sample,103,12,0,91,17,2,31,65,119,0,0
2022-06-07,476825,Diwali Gift Card Free - Sample,91,22,0,69,17,2,31,65,119,0,0
2022-06-08,476825,Diwali Gift Card Free - Sample,69,18,0,51,17,2,31,65,119,0,0
2022-06-09,476825,Diwali Gift Card Free - Sample,51,19,119,151,17,2,31,65,119,0,0
2022-06-10,476825,Diwali Gift Card Free - Sample,151,10,0,141,17,2,31,65,119,0,0
